"party","value","num_ads","total_spend_pct","type","location_type","is_exclusion","custom_audience_type","detailed_type","total_num_ads","total_spend_formatted"
"ΝΔ","All",321,0.94830572220175,"gender",NA,NA,NA,NA,334,"€39,298"
"ΝΔ","Women",13,0.051694277798248,"gender",NA,NA,NA,NA,334,"€39,298"
"ΝΔ","Men",0,0,"gender",NA,NA,NA,NA,334,"€39,298"
"ΝΔ","Greek",325,0.96190661343941,"language",NA,NA,NA,NA,334,"€39,298"
"ΝΔ","English (UK)",308,0.92034690682719,"language",NA,NA,NA,NA,334,"€39,298"
"ΝΔ","English (US)",292,0.70647149892005,"language",NA,NA,NA,NA,334,"€39,298"
"ΝΔ","Greece",320,0.95743897424205,"location","countries",FALSE,NA,NA,334,"€39,298"
"ΝΔ","Mándra, Greece",2,0.0037762582268483,"location","CITY",FALSE,NA,NA,334,"€39,298"
"ΝΔ","Lipsoí, Dhodhekanisos, Greece",2,0.0011891141977131,"location","CITY",FALSE,NA,NA,334,"€39,298"
"ΝΔ","Apóllona, Dhodhekanisos, Greece",2,0.0011891141977131,"location","CITY",FALSE,NA,NA,334,"€39,298"
"ΝΔ","Sámos, Samos, Greece",2,0.0011891141977131,"location","CITY",FALSE,NA,NA,334,"€39,298"
"ΝΔ","Syros, Kikladhes, Greece",3,0.0038169726012617,"location","CITY",FALSE,NA,NA,334,"€39,298"
"ΝΔ","Asprópirgos, Greece",1,4.0714374413459e-05,"location","CITY",FALSE,NA,NA,334,"€39,298"
"ΝΔ","Sími, Dhodhekanisos, Greece",2,0.0011891141977131,"location","CITY",FALSE,NA,NA,334,"€39,298"
"ΝΔ","Agía Paraskeví, Lesvos, Greece",2,0.0011891141977131,"location","CITY",FALSE,NA,NA,334,"€39,298"
"ΝΔ","Chíos, Greece",2,0.0011891141977131,"location","CITY",FALSE,NA,NA,334,"€39,298"
"ΝΔ","Turkey",2,0.0011891141977131,"location","countries",TRUE,NA,NA,334,"€39,298"
"ΝΔ","Attica (region), Greece",3,0.01932965818247,"location","regions",FALSE,NA,NA,334,"€39,298"
"ΝΔ","Kozáni, Greece",1,0.015179845570378,"location","CITY",FALSE,NA,NA,334,"€39,298"
"ΝΔ","Pýrgos, Ilia, Greece",1,0.015179845570378,"location","CITY",FALSE,NA,NA,334,"€39,298"
"ΝΔ","Grevená, Grevena, Greece",1,0.015179845570378,"location","CITY",FALSE,NA,NA,334,"€39,298"
"ΝΔ","Athens, Greece",1,0.015179845570378,"location","CITY",FALSE,NA,NA,334,"€39,298"
"ΝΔ","Thessaloníki, Greece",4,0.01736595301154,"location","CITY",FALSE,NA,NA,334,"€39,298"
"ΝΔ","Eastern Macedonia and Thrace, Greece",2,0.0011891141977131,"location","regions",FALSE,NA,NA,334,"€39,298"
"ΝΔ","Pilíon, Dhodhekanisos, Greece",2,0.0011891141977131,"location","CITY",FALSE,NA,NA,334,"€39,298"
"ΝΔ","Patras, Greece",3,0.016039173335342,"location","CITY",FALSE,NA,NA,334,"€39,298"
"ΝΔ","Trikala, Greece",1,0.015179845570378,"location","CITY",FALSE,NA,NA,334,"€39,298"
"ΝΔ","Lamía, Greece",1,0.015179845570378,"location","CITY",FALSE,NA,NA,334,"€39,298"
"ΝΔ","Piraeus, Greece",1,0.015179845570378,"location","CITY",FALSE,NA,NA,334,"€39,298"
"ΝΔ","Crete, Greece",1,0.015179845570378,"location","regions",FALSE,NA,NA,334,"€39,298"
"ΝΔ","Kastoriá, Greece",1,0.015179845570378,"location","CITY",FALSE,NA,NA,334,"€39,298"
"ΝΔ","�No Síros, Kikladhes, Greece",2,0.0083973397227758,"location","CITY",FALSE,NA,NA,334,"€39,298"
"ΝΔ","Elefsína, Attiki, Greece",1,4.0714374413459e-05,"location","CITY",FALSE,NA,NA,334,"€39,298"
"ΝΔ","13",0,0,"age",NA,NA,NA,NA,334,"€39,298"
"ΝΔ","14",0,0,"age",NA,NA,NA,NA,334,"€39,298"
"ΝΔ","15",0,0,"age",NA,NA,NA,NA,334,"€39,298"
