"party","value","num_ads","total_spend_pct","type","location_type","is_exclusion","custom_audience_type","detailed_type","total_num_ads","total_spend_formatted"
"Μπακογιάννης","All",62,1,"gender",NA,NA,NA,NA,62,"€12,623"
"Μπακογιάννης","Women",0,0,"gender",NA,NA,NA,NA,62,"€12,623"
"Μπακογιάννης","Men",0,0,"gender",NA,NA,NA,NA,62,"€12,623"
"Μπακογιάννης","Greece",14,0.048327820799746,"location","countries",FALSE,NA,NA,62,"€12,623"
"Μπακογιάννης","Athens, Greece",47,0.9490396308253,"location","CITY",FALSE,NA,NA,62,"€12,623"
"Μπακογιάννης","Attica (region), Greece",1,0.0026325483749579,"location","regions",FALSE,NA,NA,62,"€12,623"
"Μπακογιάννης","13",0,0,"age",NA,NA,NA,NA,62,"€12,623"
"Μπακογιάννης","14",0,0,"age",NA,NA,NA,NA,62,"€12,623"
"Μπακογιάννης","15",0,0,"age",NA,NA,NA,NA,62,"€12,623"
"Μπακογιάννης","16",0,0,"age",NA,NA,NA,NA,62,"€12,623"
"Μπακογιάννης","17",0,0,"age",NA,NA,NA,NA,62,"€12,623"
"Μπακογιάννης","18",62,1,"age",NA,NA,NA,NA,62,"€12,623"
"Μπακογιάννης","19",62,1,"age",NA,NA,NA,NA,62,"€12,623"
"Μπακογιάννης","20",62,1,"age",NA,NA,NA,NA,62,"€12,623"
"Μπακογιάννης","21",62,1,"age",NA,NA,NA,NA,62,"€12,623"
"Μπακογιάννης","22",62,1,"age",NA,NA,NA,NA,62,"€12,623"
"Μπακογιάννης","23",62,1,"age",NA,NA,NA,NA,62,"€12,623"
"Μπακογιάννης","24",62,1,"age",NA,NA,NA,NA,62,"€12,623"
"Μπακογιάννης","25",62,1,"age",NA,NA,NA,NA,62,"€12,623"
"Μπακογιάννης","26",62,1,"age",NA,NA,NA,NA,62,"€12,623"
"Μπακογιάννης","27",62,1,"age",NA,NA,NA,NA,62,"€12,623"
"Μπακογιάννης","28",62,1,"age",NA,NA,NA,NA,62,"€12,623"
"Μπακογιάννης","29",62,1,"age",NA,NA,NA,NA,62,"€12,623"
"Μπακογιάννης","30",62,1,"age",NA,NA,NA,NA,62,"€12,623"
"Μπακογιάννης","31",62,1,"age",NA,NA,NA,NA,62,"€12,623"
"Μπακογιάννης","32",62,1,"age",NA,NA,NA,NA,62,"€12,623"
"Μπακογιάννης","33",62,1,"age",NA,NA,NA,NA,62,"€12,623"
"Μπακογιάννης","34",62,1,"age",NA,NA,NA,NA,62,"€12,623"
"Μπακογιάννης","35",62,1,"age",NA,NA,NA,NA,62,"€12,623"
"Μπακογιάννης","36",62,1,"age",NA,NA,NA,NA,62,"€12,623"
"Μπακογιάννης","37",62,1,"age",NA,NA,NA,NA,62,"€12,623"
"Μπακογιάννης","38",62,1,"age",NA,NA,NA,NA,62,"€12,623"
"Μπακογιάννης","39",62,1,"age",NA,NA,NA,NA,62,"€12,623"
"Μπακογιάννης","40",62,1,"age",NA,NA,NA,NA,62,"€12,623"
"Μπακογιάννης","41",62,1,"age",NA,NA,NA,NA,62,"€12,623"
"Μπακογιάννης","42",62,1,"age",NA,NA,NA,NA,62,"€12,623"
"Μπακογιάννης","43",62,1,"age",NA,NA,NA,NA,62,"€12,623"
"Μπακογιάννης","44",62,1,"age",NA,NA,NA,NA,62,"€12,623"
"Μπακογιάννης","45",62,1,"age",NA,NA,NA,NA,62,"€12,623"
"Μπακογιάννης","46",62,1,"age",NA,NA,NA,NA,62,"€12,623"
"Μπακογιάννης","47",62,1,"age",NA,NA,NA,NA,62,"€12,623"
"Μπακογιάννης","48",62,1,"age",NA,NA,NA,NA,62,"€12,623"
"Μπακογιάννης","49",62,1,"age",NA,NA,NA,NA,62,"€12,623"
"Μπακογιάννης","50",62,1,"age",NA,NA,NA,NA,62,"€12,623"
"Μπακογιάννης","51",62,1,"age",NA,NA,NA,NA,62,"€12,623"
"Μπακογιάννης","52",62,1,"age",NA,NA,NA,NA,62,"€12,623"
"Μπακογιάννης","53",62,1,"age",NA,NA,NA,NA,62,"€12,623"
"Μπακογιάννης","54",62,1,"age",NA,NA,NA,NA,62,"€12,623"
"Μπακογιάννης","55",62,1,"age",NA,NA,NA,NA,62,"€12,623"
"Μπακογιάννης","56",62,1,"age",NA,NA,NA,NA,62,"€12,623"
"Μπακογιάννης","57",62,1,"age",NA,NA,NA,NA,62,"€12,623"
"Μπακογιάννης","58",62,1,"age",NA,NA,NA,NA,62,"€12,623"
"Μπακογιάννης","59",62,1,"age",NA,NA,NA,NA,62,"€12,623"
"Μπακογιάννης","60",62,1,"age",NA,NA,NA,NA,62,"€12,623"
"Μπακογιάννης","61",62,1,"age",NA,NA,NA,NA,62,"€12,623"
"Μπακογιάννης","62",62,1,"age",NA,NA,NA,NA,62,"€12,623"
"Μπακογιάννης","63",62,1,"age",NA,NA,NA,NA,62,"€12,623"
"Μπακογιάννης","64",62,1,"age",NA,NA,NA,NA,62,"€12,623"
